1   2      6  20180117    129.67     31.25  11 1  3003                  1034               2130617
2  248.0 1   13.0600 1   34.4300 1
2  293.0 1   12.4500 1   34.4000 1
2  306.0 1   12.1200 1   34.4000 1
2  337.0 1   10.8100 1   34.3300 1
2  373.0 1    9.4800 1   34.3000 1
2  400.0 1    9.0600 1   34.2900 1
2  467.0 1    7.4900 1   34.2900 1
2  547.0 1    7.0000 1   34.3100 1
1   2     16  20180118    129.00     32.00  11 1  3003                  1034               2130961
2    1.0 1   18.7200 1   34.6000 1
2   78.0 1   18.7200 1   34.6000 1
2  100.0 1   18.4200 1   34.5900 1
2  107.0 1   18.4100 1   34.6000 1
2  128.0 1   17.6000 1   34.5600 1
2  185.0 1   16.1400 1   34.5000 1
2  200.0 1   15.5200 1   34.5300 1
2  219.0 1   14.5000 1   34.5000 1
2  280.0 1   12.9100 1   34.4300 1
2  290.0 1   12.0700 1   34.3800 1
2  303.0 1   11.4400 1   34.3700 1
2  316.0 1   11.2700 1   34.3700 1
2  344.0 1   10.2100 1   34.3100 1
2  400.0 1    9.2200 1   34.2900 1
2  551.0 1    7.0300 1   34.3100 1
2  741.0 1    5.8900 1   34.3200 1
1   2     14  20180118    129.50     32.00  11 1  3003                  1034               2131133
2    1.0 1   16.8300 1   34.5200 1
2   20.0 1   16.7800 1   34.5600 1
2   45.0 1   16.6800 1   34.5600 1
2  100.0 1   15.9900 1   34.5300 1
2  118.0 1   15.5700 1   34.5300 1
2  146.0 1   14.8600 1   34.5100 1
2  154.0 1   14.5700 1   34.5000 1
2  169.0 1   13.6300 1   34.4400 1
2  200.0 1   12.0500 1   34.3900 1
2  269.0 1   11.1500 1   34.3700 1
2  293.0 1   10.5500 1   34.3300 1
2  400.0 1    8.8600 1   34.3200 1
2  495.0 1    7.2300 1   34.3100 1
2  676.0 1    6.0800 1   34.3200 1
1   2      6  20180118    129.82     32.00  11 1  3003                  1034               2131191
2    1.0 1   18.2600 1   34.5500 1
2    3.0 1   18.2600 1   34.5900 1
2   33.0 1   18.2500 1   34.5800 1
2   64.0 1   16.8900 1   34.5600 1
2  100.0 1   16.5900 1   34.5500 1
2  123.0 1   16.5500 1   34.5500 1
1   2      6  20180202    129.67     31.25  11 1  3003                  1034               2150105
2    1.0 1   19.6400 1   34.7600 1
2   18.0 1   19.6500 1   34.7400 1
2   22.0 1   18.8900 1   34.6100 1
2   81.0 1   17.6500 1   34.6200 1
2  100.0 1   17.0700 1   34.5900 1
2  141.0 1   16.2000 1   34.5600 1
1   2      7  20180202    129.70     32.57  11 1  3003                  1034               2150160
2    3.0 1   15.2100 1   34.5500 1
2   24.0 1   15.2000 1   34.5600 1
2   38.0 1   14.9500 1   32.9400 4
2   39.0 1   14.9400 1   34.5400 1
2   50.0 1   14.9100 1   34.5700 1
2   52.0 1   14.9500 1   34.5300 1
2   56.0 1   14.8400 1   34.6200 1
1   2     19  20180202    129.32     31.25  11 1  3003                  1034               2150268
2    1.0 1   19.4600 1   34.7100 1
2    6.0 1   19.4300 1   34.7400 1
2   20.0 1   19.4100 1   34.7300 1
2   32.0 1   18.5600 1   34.6500 1
2   38.0 1   18.2800 1   34.6500 1
2  100.0 1   17.9400 1   34.6300 1
2  200.0 1   17.8700 1   34.6200 1
2  255.0 1   17.8100 1   34.6300 1
2  259.0 1   17.7200 1   34.6200 1
2  283.0 1   16.3000 1   34.5400 1
2  292.0 1   15.8500 1   34.5400 1
2  310.0 1   15.5600 1   34.5300 1
2  328.0 1   14.7500 1   34.5300 1
2  349.0 1   13.3800 1   34.4500 1
2  400.0 1   11.5000 1   34.3600 1
2  433.0 1   10.0900 1   34.3100 1
2  482.0 1    8.8100 1   34.2900 1
2  505.0 1    7.9700 1   34.2900 1
2  781.0 1    5.5200 1   34.3300 1
1   2      5  20180202    129.32     32.57  11 1  3003                  1034               2150424
2    3.0 1   16.2800 1   34.6400 1
2   11.0 1   16.3100 1   34.6400 1
2   20.0 1   15.5400 1   34.6100 1
2  100.0 1   14.9600 1   34.5800 1
2  124.0 1   14.9100 1   34.5900 1
1   2     20  20180202    129.00     31.25  11 1  3003                  1034               2150492
2    1.0 1   19.9100 1   34.8600 1
2    5.0 1   19.9100 1   34.7300 2
2   34.0 1   19.8900 1   34.7100 1
2   66.0 1   18.1500 1   34.6300 1
2  100.0 1   18.0200 1   34.6300 1
2  158.0 1   18.0000 1   34.6300 1
2  167.0 1   17.9600 1   34.6200 1
2  184.0 1   17.7500 1   34.6000 1
2  200.0 1   17.1700 1   34.6500 1
2  205.0 1   16.8000 1   34.6100 1
2  211.0 1   16.4800 1   34.6100 1
2  268.0 1   15.3800 1   34.5700 1
2  273.0 1   15.2700 1   34.5700 1
2  320.0 1   13.0400 1   34.4300 1
2  326.0 1   12.8400 1   34.4300 1
2  373.0 1   11.7900 1   34.3800 1
2  400.0 1   10.7300 1   34.3300 1
2  457.0 1    9.2700 1   34.3000 1
2  475.0 1    8.9000 1   34.2900 1
2  678.0 1    6.0300 1   34.3200 1
1   2      4  20180202    128.92     32.55  11 1  3003                  1034               2150515
2    3.0 1   16.9000 1   34.6500 1
2   42.0 1   16.5500 1   34.6200 1
2   51.0 1   15.8500 1   34.5800 1
2   63.0 1   15.1100 1   34.6000 1
1   2      9  20180202    129.15     32.15  11 1  3003                  1034               2150615
2    6.0 1   18.3700 1   34.7100 1
2   27.0 1   18.3600 1   34.7100 1
2   41.0 1   17.3000 1   34.6400 1
2  100.0 1   17.1000 1   34.6300 1
2  200.0 1   16.0800 1   34.6000 1
2  260.0 1   13.7200 1   34.5000 1
2  290.0 1   12.1400 1   34.4300 1
2  400.0 1    9.8300 1   34.3500 1
2  533.0 1    6.9400 1   34.3500 1
1   2      3  20180202    129.82     32.00  11 1  3003                  1034               2150845
2    1.0 1   15.9100 1   34.5900 1
2  100.0 1   15.9100 1   34.5800 1
2  122.0 1   15.8800 1   34.5800 1
1   2     14  20180202    129.43     32.15  11 1  3003                  1034               2150851
2    3.0 1   17.1500 1   34.6600 1
2    9.0 1   17.1400 1   34.6600 1
2   37.0 1   16.0700 1   34.6200 1
2   49.0 1   15.9400 1   34.6100 1
2  100.0 1   15.8100 1   34.6100 1
2  187.0 1   15.5600 1   34.5900 1
2  200.0 1   15.2500 1   34.5700 1
2  244.0 1   14.2600 1   34.5200 1
2  248.0 1   14.1200 1   34.5200 1
2  286.0 1   12.1900 1   34.4400 1
2  305.0 1   11.0200 1   34.3900 1
2  400.0 1    9.2900 1   34.3500 1
2  469.0 1    8.5700 1   34.3500 1
2  509.0 1    7.5600 1   34.3500 1
1   2      9  20180202    129.68     32.17  11 1  3003                  1034               2150972
2    3.0 1   16.1800 1   34.6200 1
2  100.0 1   16.1400 1   34.6200 1
2  200.0 1   15.8200 1   34.6100 1
2  246.0 1   15.7300 1   34.6100 1
2  252.0 1   15.6600 1   34.6100 1
2  268.0 1   14.7300 1   34.5400 1
2  284.0 1   14.3200 1   34.5300 1
2  357.0 1   13.4500 1   34.4900 1
2  361.0 1   13.6100 1   34.5200 1
1   2      2  20180202    129.92     32.15  11 1  3003                  1034               2151095
2    5.0 1   15.5100 1   34.6100 1
2   45.0 1   15.4600 1   34.6100 1
1   2      3  20180202    129.98     31.75  11 1  3003                  1034               2151198
2    3.0 1   16.1400 1   34.6300 1
2   63.0 1   15.7100 1   34.6100 1
2   83.0 1   15.2300 1   34.5700 1
1   2     16  20180203    129.65     31.73  11 1  3003                  1034               2151583
2    3.0 1   18.6400 1   34.7400 1
2   53.0 1   18.6500 1   34.7400 1
2   61.0 1   18.5600 1   34.7200 1
2   73.0 1   17.6800 1   34.5700 1
2  100.0 1   17.5400 1   34.5900 1
2  113.0 1   16.8400 1   34.6100 1
2  155.0 1   16.2000 1   34.6000 1
2  159.0 1   16.1500 1   34.6000 1
2  179.0 1   14.6000 1   34.5400 1
2  200.0 1   14.3000 1   34.5300 1
2  213.0 1   14.1900 1   34.5200 1
2  221.0 1   13.0600 1   34.4800 1
2  233.0 1   12.5000 1   34.4500 1
2  382.0 1   11.0900 1   34.4000 1
2  400.0 1   10.4100 1   34.3800 1
2  445.0 1    9.1500 1   34.3600 1
1   2     15  20180203    129.50     31.75  11 1  3003                  1034               2152003
2    3.0 1   18.6100 1   34.7000 1
2   99.0 1   18.3500 1   34.6900 1
2  100.0 1   18.3400 1   34.6900 1
2  138.0 1   17.7500 1   34.6400 1
2  152.0 1   17.3100 1   34.6500 1
2  169.0 1   16.3800 1   34.6000 1
2  200.0 1   15.1000 1   34.5700 1
2  225.0 1   14.6500 1   34.5500 1
2  268.0 1   12.4500 1   34.4400 1
2  287.0 1   12.2900 1   34.4400 1
2  386.0 1    9.3800 1   34.3400 1
2  400.0 1    9.2800 1   34.3500 1
2  473.0 1    8.0500 1   34.3300 1
2  534.0 1    7.3500 1   34.3400 1
2  717.0 1    6.0000 1   34.3600 1
1   2     13  20180204    129.25     31.75  11 1  3003                  1034               2154647
2    4.0 1   18.3800 1   34.7100 1
2   37.0 1   17.9900 1   34.6700 1
2   84.0 1   17.8900 1   34.6800 1
2  100.0 1   17.1800 1   34.6200 1
2  146.0 1   15.3800 1   34.5800 1
2  161.0 1   14.8900 1   34.5600 1
2  186.0 1   13.4900 1   34.4900 1
2  200.0 1   13.2500 1   34.4900 1
2  292.0 1   10.3400 1   34.3600 1
2  353.0 1    9.6600 1   34.3500 1
2  400.0 1    8.3000 1   34.3300 1
2  464.0 1    7.4700 1   34.3400 1
2  751.0 1    6.0300 1   34.3600 1
1   2     11  20180205    128.98     31.73  11 1  3003                  1034               2155006
2    4.0 1   17.7900 1   34.7100 1
2   74.0 1   17.0500 1   34.6600 1
2   86.0 1   16.9300 1   34.6400 1
2  100.0 1   16.3300 1   34.6300 1
2  200.0 1   13.7200 1   34.5100 1
2  226.0 1   12.4000 1   34.4400 1
2  331.0 1   10.0300 1   34.3600 1
2  390.0 1    9.0000 1   34.3300 1
2  400.0 1    8.3500 1   34.3300 1
2  577.0 1    6.5500 1   34.3500 1
2  721.0 1    5.9300 1   34.3600 1
1   2     13  20180205    128.73     31.73  11 1  3003                  1034               2155093
2    5.0 1   16.9100 1   34.6500 1
2  100.0 1   16.8400 1   34.6600 1
2  169.0 1   16.7300 1   34.6600 1
2  173.0 1   16.7200 1   34.6500 1
2  200.0 1   16.2600 1   34.6100 1
2  232.0 1   15.5800 1   34.5900 1
2  248.0 1   14.3500 1   34.5300 1
2  284.0 1   12.4400 1   34.4400 1
2  317.0 1   10.9500 1   34.3800 1
2  324.0 1   10.6700 1   34.3700 1
2  400.0 1    8.9000 1   34.3300 1
2  566.0 1    6.7800 1   34.3500 1
2  760.0 1    5.9300 1   34.3600 1
1   2     11  20180205    128.50     31.73  11 1  3003                  1034               2155234
2    7.0 1   17.7500 1   34.6600 1
2   75.0 1   17.7500 1   34.6600 1
2  100.0 1   17.3300 1   34.6600 1
2  146.0 1   16.8500 1   34.6600 1
2  163.0 1   16.7800 1   34.6500 1
2  172.0 1   16.0700 1   34.6100 1
2  200.0 1   15.7000 1   34.6000 1
2  274.0 1   12.6000 1   34.4500 1
2  312.0 1   12.4100 1   34.4500 1
2  328.0 1   11.3100 1   34.4100 1
2  374.0 1   10.3300 1   34.3800 1
1   2      8  20180205    128.25     31.75  11 1  3003                  1034               2155555
2    8.0 1   18.7200 1   34.7400 1
2  100.0 1   18.7400 1   34.7400 1
2  131.0 1   18.7200 1   34.7400 1
2  137.0 1   18.6700 1   34.7300 1
2  142.0 1   18.2200 1   34.7000 1
2  149.0 1   17.5400 1   34.6500 1
2  158.0 1   15.0500 1   34.5400 1
2  165.0 1   14.8300 1   34.5400 1
1   2      6  20180205    128.00     31.75  11 1  3003                  1034               2155800
2    5.0 1   18.6100 1   34.7500 1
2   62.0 1   18.6000 1   34.7500 1
2   76.0 1   18.3100 1   34.7000 1
2  100.0 1   18.1900 1   34.7000 1
2  127.0 1   18.1600 1   34.7000 1
2  145.0 1   17.7600 1   34.6600 1
1   2      6  20180205    127.73     31.73  11 1  3003                  1034               2155967
2    3.0 1   17.4100 1   34.6500 1
2   76.0 1   17.4500 1   34.6600 1
2   84.0 1   17.1400 1   34.6600 1
2   96.0 1   16.2400 1   34.5700 1
2  100.0 1   16.1100 1   34.5700 1
2  140.0 1   15.2300 1   34.5700 1
1   2     11  20180206    129.17     32.15  11 1  3003                  1034               2158028
2    4.0 1   16.8400 1   34.6700 1
2   66.0 1   16.6600 1   34.6600 1
2  100.0 1   16.2400 1   34.6500 1
2  140.0 1   15.9800 1   34.6400 1
2  200.0 1   14.8700 1   34.5600 1
2  230.0 1   13.4900 1   34.4900 1
2  247.0 1   13.2700 1   34.4900 1
2  277.0 1   12.1200 1   34.4300 1
2  306.0 1   11.2700 1   34.4100 1
2  400.0 1    9.6300 1   34.3600 1
2  524.0 1    7.5200 1   34.3500 1
1   2      7  20180216    128.23     30.25  11 1  3003                  1034               2172335
2    2.0 1   20.4100 1   34.7200 1
2   20.0 1   20.3200 1   34.7200 1
2   34.0 1   19.2800 1   34.7100 1
2  100.0 1   18.5700 1   34.7100 1
2  137.0 1   16.5300 1   34.6300 1
2  140.0 1   15.5400 1   34.5800 1
2  201.0 1   12.9900 1   34.4600 1
1   2      8  20180217    128.73     30.25  11 1  3003                  1034               2172467
2    2.0 1   20.8300 1   34.7000 1
2   39.0 1   20.7800 1   34.7000 1
2   63.0 1   19.8800 1   34.6900 1
2  100.0 1   19.2500 1   34.7200 1
2  136.0 1   18.6700 1   34.7300 1
2  161.0 1   17.7700 1   34.7100 1
2  173.0 1   17.3700 1   34.6800 1
2  200.0 1   15.2400 1   34.5800 1
1   2     11  20180217    129.25     30.23  11 1  3003                  1034               2172478
2    3.0 1   20.8200 1   34.7300 1
2   37.0 1   20.8200 1   34.7300 1
2   98.0 1   20.7500 1   34.8000 1
2  100.0 1   20.7200 1   34.8100 1
2  112.0 1   20.4900 1   34.8800 1
2  137.0 1   20.2000 1   34.9000 1
2  142.0 1   19.8800 1   34.8200 1
2  148.0 1   19.4100 1   34.7500 1
2  153.0 1   19.3500 1   34.8100 1
2  161.0 1   18.6900 1   34.8400 1
2  202.0 1   17.3600 1   34.7600 1
1   2      6  20180217    129.75     30.23  11 1  3003                  1034               2172754
2    3.0 1   18.1900 1   34.7400 1
2   34.0 1   18.1100 1   34.7300 1
2   39.0 1   17.7100 1   34.7000 1
2  100.0 1   17.4200 1   34.7000 1
2  123.0 1   17.4000 1   34.7000 1
2  199.0 1   15.5000 1   34.5900 1
1   2      8  20180218    127.25     30.00  11 1  3003                  1034               2173938
2    2.0 1   17.7800 1   34.7200 1
2   13.0 1   17.7500 1   34.7200 1
2   31.0 1   16.8500 1   34.6600 1
2   35.0 1   16.7300 1   34.6500 1
2   67.0 1   16.3900 1   34.6100 1
2   74.0 1   16.4700 1   34.6600 1
2  100.0 1   15.8600 1   34.6000 1
2  108.0 1   15.8300 1   34.6000 1
1   2      5  20180218    126.75     30.00  11 1  3003                  1034               2174051
2    2.0 1   15.8400 1   34.6000 1
2   40.0 1   15.2500 1   34.5600 1
2   48.0 1   14.0700 1   34.4300 1
2   52.0 1   13.9000 1   34.4300 1
2   91.0 1   13.6300 1   34.4200 1
1   2      5  20180303    129.67     31.25  11 1  3003                  1034               2204778
2    1.0 1   18.8000 1   34.7600 1
2    3.0 1   18.8100 1   34.6700 2
2  100.0 1   18.8100 1   34.6700 1
2  106.0 1   18.7900 1   34.6800 1
2  138.0 1   17.7000 1   34.6600 1
1   2     21  20180303    129.32     31.25  11 1  3003                  1034               2204814
2    1.0 1   18.9100 1   34.6300 1
2    3.0 1   18.9100 1   34.7000 1
2  100.0 1   18.9400 1   34.7000 1
2  129.0 1   18.9100 1   34.7000 1
2  142.0 1   17.8600 1   34.6600 1
2  200.0 1   15.9200 1   34.6000 1
2  238.0 1   15.6200 1   34.5800 1
2  243.0 1   15.5600 1   34.5800 1
2  304.0 1   12.9700 1   34.4200 1
2  320.0 1   11.8300 1   34.3500 1
2  325.0 1   11.3800 1   34.3600 1
2  348.0 1   11.2400 1   34.3600 1
2  360.0 1   11.0400 1   34.3500 1
2  366.0 1   10.8500 1   34.3200 1
2  400.0 1    9.2900 1   34.3100 1
2  444.0 1    8.2100 1   34.2800 1
2  492.0 1    7.6500 1   34.2900 1
2  497.0 1    7.3700 1   34.2600 1
2  518.0 1    6.7900 1   34.2800 1
2  545.0 1    6.6400 1   34.3000 1
2  778.0 1    5.5600 1   34.3300 1
1   2     16  20180304    129.00     31.25  11 1  3003                  1034               2206412
2    1.0 1   19.9200 1   34.6000 1
2   24.0 1   19.7300 1   34.6100 1
2   39.0 1   19.0800 1   34.6400 1
2   46.0 1   18.6500 1   34.6200 1
2   56.0 1   17.8800 1   34.6800 1
2   83.0 1   17.6200 1   34.6800 1
2  100.0 1   17.1200 1   34.6500 1
2  127.0 1   16.5900 1   34.6200 1
2  138.0 1   16.3100 1   34.5800 1
2  200.0 1   13.4400 1   34.4500 1
2  239.0 1   12.4600 1   34.3900 1
2  302.0 1   11.0200 1   34.3300 1
2  346.0 1    9.2500 1   34.3000 1
2  372.0 1    8.6500 1   34.3100 1
2  400.0 1    8.0700 1   34.3000 1
2  610.0 1    6.1400 1   34.3200 1
1   2     19  20180304    128.50     31.25  11 1  3003                  1034               2206522
2    1.0 1   17.9800 1   34.6700 1
2   45.0 1   17.4700 1   34.6700 1
2  100.0 1   16.6800 1   34.6600 1
2  109.0 1   16.6700 1   34.6600 1
2  150.0 1   15.4300 1   34.5600 1
2  161.0 1   15.3800 1   34.5800 1
2  166.0 1   15.3600 1   34.5900 1
2  200.0 1   13.6900 1   34.4700 1
2  251.0 1   12.2900 1   34.4000 1
2  267.0 1   11.6800 1   34.3600 1
2  278.0 1   11.2300 1   34.3500 1
2  297.0 1   11.1700 1   34.3600 1
2  304.0 1   11.1000 1   34.3500 1
2  317.0 1    9.9900 1   34.3100 1
2  342.0 1    9.8400 1   34.3100 1
2  349.0 1    9.5000 1   34.2700 1
2  376.0 1    8.1200 1   34.2800 1
2  400.0 1    7.9200 1   34.2800 1
2  470.0 1    7.1200 1   34.3100 1
1   2     11  20180304    128.00     31.25  11 1  3003                  1034               2207014
2    1.0 1   17.6100 1   34.6500 1
2    3.0 1   17.6100 1   34.6200 1
2   11.0 1   17.5700 1   34.6100 1
2   42.0 1   17.3700 1   34.6500 1
2   66.0 1   17.2800 1   34.6400 1
2   80.0 1   16.4400 1   34.6000 1
2  100.0 1   15.9500 1   34.5800 1
2  108.0 1   15.3300 1   34.4500 1
2  111.0 1   14.5000 1   34.5000 1
2  121.0 1   13.5700 1   34.4400 1
2  149.0 1   13.4700 1   34.4700 1
1   2     14  20180304    128.50     31.62  11 1  3003                  1034               2207918
2    1.0 1   17.2700 1   34.6600 1
2   61.0 1   17.0700 1   34.6700 1
2  100.0 1   16.6000 1   34.6500 1
2  147.0 1   16.4000 1   34.6500 1
2  155.0 1   16.3100 1   34.6400 1
2  178.0 1   15.5700 1   34.5600 1
2  200.0 1   15.0700 1   34.5400 1
2  210.0 1   14.5600 1   34.5000 1
2  264.0 1   12.9000 1   34.4300 1
2  279.0 1   12.1200 1   34.3900 1
2  369.0 1   10.0500 1   34.3400 1
2  400.0 1    8.6900 1   34.3000 1
2  448.0 1    7.8600 1   34.3000 1
2  535.0 1    7.0500 1   34.3100 1
1   2     17  20180304    129.50     32.00  11 1  3003                  1034               2208160
2    1.0 1   17.3500 1   34.6500 1
2   77.0 1   16.8000 1   34.6600 1
2   88.0 1   16.6700 1   34.6500 1
2   93.0 1   16.3300 1   34.6100 1
2  100.0 1   16.0800 1   34.6200 1
2  123.0 1   15.5200 1   34.5800 1
2  127.0 1   15.3500 1   34.5700 1
2  155.0 1   14.9400 1   34.5500 1
2  181.0 1   13.8300 1   34.4600 1
2  200.0 1   13.3800 1   34.4500 1
2  220.0 1   12.2500 1   34.3800 1
2  232.0 1   12.1100 1   34.4000 1
2  253.0 1   11.6600 1   34.3700 1
2  276.0 1   10.6200 1   34.3300 1
2  303.0 1    9.7400 1   34.3200 1
2  400.0 1    7.6900 1   34.3000 1
2  657.0 1    5.9700 1   34.3200 1
1   2      7  20180304    129.82     32.00  11 1  3003                  1034               2209397
2    1.0 1   17.8000 1   34.6600 1
2   18.0 1   17.7800 1   34.6600 1
2   28.0 1   17.5500 1   34.6800 1
2   40.0 1   17.0200 1   34.6500 1
2   50.0 1   16.7600 1   34.6200 1
2  100.0 1   15.9600 1   34.6200 1
2  124.0 1   15.8300 1   34.6100 1
1   2      2  20180309    126.73     30.48  11 1  3003                  1034               2221977
2    4.0 1   13.1300 1   34.3500 1
2   92.0 1   12.7100 1   34.2900 1
1   2      4  20180309    126.75     31.00  11 1  3003                  1034               2222041
2    4.0 1   14.0300 1   34.4400 1
2   45.0 1   13.9900 1   34.4300 1
2   76.0 1   13.5300 1   34.3400 1
2   89.0 1   13.5400 1   34.3600 1
1   2      5  20180309    126.75     31.32  11 1  3003                  1034               2222048
2    3.0 1   15.4400 1   34.5800 1
2   69.0 1   15.4500 1   34.5800 1
2   75.0 1   14.8800 1   34.4900 1
2   81.0 1   13.7900 1   34.3800 1
2   93.0 1   13.7300 1   34.3800 1
1   2      6  20180309    126.73     31.73  11 1  3003                  1034               2222760
2    4.0 1   15.6600 1   34.6000 1
2   72.0 1   15.2700 1   34.5500 1
2   77.0 1   15.0000 1   34.5100 1
2   85.0 1   14.0100 1   34.3700 1
2   96.0 1   13.4200 1   34.2900 1
2  101.0 1   13.4000 1   34.2900 1
1   2      8  20180309    127.42     31.70  11 1  3003                  1034               2223558
2    4.0 1   16.8400 1   34.6700 1
2   35.0 1   16.8500 1   34.6700 1
2   47.0 1   16.0700 1   34.6000 1
2   74.0 1   15.5300 1   34.5900 1
2   87.0 1   15.1800 1   34.5500 1
2  100.0 1   14.1700 1   34.4400 1
2  118.0 1   13.6000 1   34.3700 1
2  128.0 1   13.5900 1   34.3700 1
1   2      8  20180310    127.75     31.75  11 1  3003                  1034               2223659
2    3.0 1   16.9100 1   34.6700 1
2   94.0 1   16.5400 1   34.6700 1
2   99.0 1   16.4900 1   34.6600 1
2  100.0 1   16.4700 1   34.6600 1
2  105.0 1   16.4000 1   34.6500 1
2  116.0 1   15.0600 1   34.5600 1
2  123.0 1   14.5600 1   34.5400 1
2  139.0 1   13.9800 1   34.5300 1
1   2      7  20180310    128.23     31.73  11 1  3003                  1034               2223801
2    3.0 1   18.1300 1   34.6500 1
2   21.0 1   18.0200 1   34.6500 1
2   40.0 1   16.9700 1   34.6800 1
2  100.0 1   16.6000 1   34.6800 1
2  138.0 1   16.3400 1   34.6600 1
2  144.0 1   15.1800 1   34.5900 1
2  160.0 1   14.8700 1   34.5700 1
1   2     14  20180310    128.75     31.75  11 1  3003                  1034               2223811
2    3.0 1   16.7100 1   34.6800 1
2  100.0 1   16.3600 1   34.6700 1
2  123.0 1   16.2200 1   34.6600 1
2  182.0 1   15.0500 1   34.6000 1
2  200.0 1   14.3500 1   34.5600 1
2  220.0 1   13.5200 1   34.5200 1
2  260.0 1   12.4500 1   34.4800 1
2  285.0 1   11.5900 1   34.4300 1
2  320.0 1   10.7300 1   34.4300 1
2  341.0 1   10.1800 1   34.3800 1
2  400.0 1    8.8700 1   34.3800 1
2  466.0 1    7.6300 1   34.3400 1
2  498.0 1    7.3000 1   34.3500 1
2  760.0 1    5.8200 1   34.3600 1
1   2     13  20180310    129.25     31.75  11 1  3003                  1034               2223828
2    3.0 1   19.2800 1   34.6400 1
2   15.0 1   19.2600 1   34.6500 1
2   19.0 1   17.3000 1   34.6500 1
2   23.0 1   16.4200 1   34.6500 1
2  100.0 1   16.0600 1   34.6400 1
2  115.0 1   15.7300 1   34.6400 1
2  166.0 1   13.9300 1   34.5200 1
2  200.0 1   13.3500 1   34.5000 1
2  237.0 1   12.4400 1   34.4700 1
2  247.0 1   12.0300 1   34.4200 1
